========== Richiesta 1 ==========
 | Numero misure: 342
 | Istante:   92 | Velocità: 0.591784    0.389063    0.70599      | Energia Cinetica: 33.4755 | Massa: 0   
 | Istante:  138 | Velocità: 0.719274    0.49935     0.483006     | Energia Cinetica: 32.9672 | Massa: 0   
 | Istante:    0 | Velocità: 0.343605    0.0721738   0.936337     | Energia Cinetica: 34.5261 | Massa: 0   
 | Istante:  272 | Velocità: 0.444953    0.683386    0.578792     | Energia Cinetica: 37.851 | Massa: 0   
 | Istante:  201 | Velocità: 0.282745    0.364746    0.887139     | Energia Cinetica: 28.3701 | Massa: 0   
 | Istante:  149 | Velocità: 0.305285    0.691102    0.655118     | Energia Cinetica: 36.361 | Massa: 0   
 | Istante:  231 | Velocità: 0.86415     0.468831    0.182871     | Energia Cinetica: 38.8096 | Massa: 0   
 | Istante:  112 | Velocità: 0.62405     0.454851    0.635352     | Energia Cinetica: 22.8488 | Massa: 0   
 | Istante:  205 | Velocità: 0.000892996 0.0184101   0.99983      | Energia Cinetica: 42.9606 | Massa: 0   
 | Istante:  287 | Velocità: 0.444587    0.706038    0.551228     | Energia Cinetica: 39.0947 | Massa: 0   
 | Istante:   98 | Velocità: 0.978528    0.131753    0.158508     | Energia Cinetica: 41.0552 | Massa: 0   
 | Istante:  178 | Velocità: 0.613186    0.550752    0.566282     | Energia Cinetica: 36.3141 | Massa: 0   
 | Istante:  256 | Velocità: 0.645969    0.470911    0.600805     | Energia Cinetica: 42.9555 | Massa: 0   
 | Istante:   94 | Velocità: 0.505495    0.588955    0.630561     | Energia Cinetica: 35.0138 | Massa: 0   
 | Istante:  326 | Velocità: 0.0131708   0.463973    0.885751     | Energia Cinetica: 27.0459 | Massa: 0   
 | Istante:   95 | Velocità: 0.533636    0.47281     0.701201     | Energia Cinetica: 26.9017 | Massa: 0   
 | Istante:  298 | Velocità: 0.533129    0.533639    0.656508     | Energia Cinetica: 32.3801 | Massa: 0   
 | Istante:  169 | Velocità: 0.650953    0.22985     0.723484     | Energia Cinetica: 36.1851 | Massa: 0   
 | Istante:   69 | Velocità: 0.614129    0.730441    0.298835     | Energia Cinetica: 38.1541 | Massa: 0   
 | Istante:   48 | Velocità: 0.333744    0.425976    0.840928     | Energia Cinetica: 31.1092 | Massa: 0   
 | Istante:  207 | Velocità: 0.018321    0.651654    0.758295     | Energia Cinetica: 30.1697 | Massa: 0   
 | Istante:  227 | Velocità: 0.898998    0.338002    0.27849      | Energia Cinetica: 36.1024 | Massa: 0   
 | Istante:  148 | Velocità: 0.922284    0.290317    0.255163     | Energia Cinetica: 36.8093 | Massa: 0   
 | Istante:  143 | Velocità: 0.656502    0.751905    0.0603754    | Energia Cinetica: 43.7471 | Massa: 0   
 | Istante:  180 | Velocità: 0.146444    0.965288    0.216272     | Energia Cinetica: 33.3531 | Massa: 0   
 | Istante:  131 | Velocità: 0.0712477   0.778595    0.623469     | Energia Cinetica: 43.208 | Massa: 0   
 | Istante:  304 | Velocità: 0.164344    0.68104     0.713565     | Energia Cinetica: 35.6858 | Massa: 0   
 | Istante:  340 | Velocità: 0.478147    0.847659    0.229891     | Energia Cinetica: 39.3188 | Massa: 0   
 | Istante:  262 | Velocità: 0.254121    0.897529    0.360367     | Energia Cinetica: 32.5516 | Massa: 0   
 | Istante:  203 | Velocità: 0.344906    0.488308    0.80162      | Energia Cinetica: 41.8486 | Massa: 0   
 | Istante:   84 | Velocità: 0.289298    0.952237    0.0977298    | Energia Cinetica: 46.6345 | Massa: 0   
 | Istante:  121 | Velocità: 0.523157    0.0736959   0.849044     | Energia Cinetica: 43.3964 | Massa: 0   
 | Istante:  330 | Velocità: 0.0500751   0.66536     0.744842     | Energia Cinetica: 33.6035 | Massa: 0   
 | Istante:  313 | Velocità: 0.824413    0.56541     0.0256013    | Energia Cinetica: 34.587 | Massa: 0   
 | Istante:   91 | Velocità: 0.725644    0.642368    0.246585     | Energia Cinetica: 37.1984 | Massa: 0   
 | Istante:   82 | Velocità: 0.631531    0.602121    0.488487     | Energia Cinetica: 36.369 | Massa: 0   
 | Istante:  267 | Velocità: 0.521407    0.824011    0.221678     | Energia Cinetica: 35.483 | Massa: 0   
 | Istante:  119 | Velocità: 0.29268     0.290046    0.91116      | Energia Cinetica: 33.7719 | Massa: 0   
 | Istante:   57 | Velocità: 0.279048    0.315233    0.907061     | Energia Cinetica: 44.8336 | Massa: 0   
 | Istante:  257 | Velocità: 0.548313    0.363892    0.752952     | Energia Cinetica: 34.2611 | Massa: 0   
 | Istante:  302 | Velocità: 0.431678    0.874381    0.221611     | Energia Cinetica: 35.3883 | Massa: 0   
 | Istante:   42 | Velocità: 0.645096    0.346581    0.68098      | Energia Cinetica: 37.0531 | Massa: 0   
 | Istante:  105 | Velocità: 0.126656    0.980444    0.150627     | Energia Cinetica: 30.9377 | Massa: 0   
 | Istante:  273 | Velocità: 0.175758    0.367481    0.913272     | Energia Cinetica: 42.5385 | Massa: 0   
 | Istante:  300 | Velocità: 0.142563    0.0411088   0.988932     | Energia Cinetica: 35.7041 | Massa: 0   
 | Istante:   38 | Velocità: 0.744328    0.486223    0.457781     | Energia Cinetica: 42.6666 | Massa: 0   
 | Istante:   53 | Velocità: 0.97323     0.00130418  0.229829     | Energia Cinetica: 33.797 | Massa: 0   
 | Istante:  294 | Velocità: 0.11        0.763915    0.635872     | Energia Cinetica: 27.1961 | Massa: 0   
 | Istante:  128 | Velocità: 0.834203    0.0985905   0.542572     | Energia Cinetica: 34.2119 | Massa: 0   
 | Istante:  290 | Velocità: 0.644444    0.54089     0.540491     | Energia Cinetica: 32.9908 | Massa: 0   
 | Istante:   28 | Velocità: 0.876371    0.470886    0.101191     | Energia Cinetica: 36.9745 | Massa: 0   
 | Istante:  183 | Velocità: 0.563086    0.572762    0.595717     | Energia Cinetica: 38.16  | Massa: 0   
 | Istante:  163 | Velocità: 0.343282    0.839284    0.421615     | Energia Cinetica: 36.3862 | Massa: 0   
 | Istante:  151 | Velocità: 0.88613     0.439517    0.146964     | Energia Cinetica: 28.4988 | Massa: 0   
 | Istante:  244 | Velocità: 0.447619    0.477927    0.755793     | Energia Cinetica: 37.0651 | Massa: 0   
 | Istante:  202 | Velocità: 0.190614    0.877292    0.440482     | Energia Cinetica: 33.3279 | Massa: 0   
 | Istante:   31 | Velocità: 0.854947    0.461697    0.236436     | Energia Cinetica: 31.3   | Massa: 0   
 | Istante:   32 | Velocità: 0.310765    0.577302    0.755081     | Energia Cinetica: 37.7182 | Massa: 0   
 | Istante:  127 | Velocità: 0.0297627   0.711814    0.701737     | Energia Cinetica: 26.9682 | Massa: 0   
 | Istante:  185 | Velocità: 0.680127    0.47335     0.559791     | Energia Cinetica: 32.9735 | Massa: 0   
 | Istante:  317 | Velocità: 0.703135    0.499327    0.506236     | Energia Cinetica: 37.781 | Massa: 0   
 | Istante:  288 | Velocità: 0.750417    0.0344419   0.660066     | Energia Cinetica: 27.4058 | Massa: 0   
 | Istante:  309 | Velocità: 0.681322    0.343132    0.646577     | Energia Cinetica: 28.1271 | Massa: 0   
 | Istante:  147 | Velocità: 0.280978    0.959087    0.0346994    | Energia Cinetica: 31.2786 | Massa: 0   
 | Istante:  285 | Velocità: 0.332465    0.419041    0.844909     | Energia Cinetica: 45.2218 | Massa: 0   
 | Istante:  315 | Velocità: 0.221118    0.530848    0.818112     | Energia Cinetica: 31.8047 | Massa: 0   
 | Istante:  177 | Velocità: 0.856387    0.370856    0.35926      | Energia Cinetica: 35.6449 | Massa: 0   
 | Istante:   99 | Velocità: 0.161184    0.449549    0.878593     | Energia Cinetica: 34.7971 | Massa: 0   
 | Istante:  197 | Velocità: 0.451429    0.627978    0.633921     | Energia Cinetica: 36.4419 | Massa: 0   
 | Istante:  243 | Velocità: 0.720029    0.680469    0.136085     | Energia Cinetica: 35.1147 | Massa: 0   
 | Istante:  115 | Velocità: 0.633974    0.554748    0.538824     | Energia Cinetica: 30.8926 | Massa: 0   
 | Istante:  265 | Velocità: 0.660044    0.468821    0.586983     | Energia Cinetica: 39.6882 | Massa: 0   
 | Istante:   72 | Velocità: 0.196949    0.655348    0.729198     | Energia Cinetica: 33.7194 | Massa: 0   
 | Istante:   25 | Velocità: 0.285229    0.510984    0.810888     | Energia Cinetica: 36.2028 | Massa: 0   
 | Istante:  165 | Velocità: 0.342021    0.068742    0.937175     | Energia Cinetica: 24.4573 | Massa: 0   
 | Istante:  327 | Velocità: 0.706637    0.0624617   0.704814     | Energia Cinetica: 41.0623 | Massa: 0   
 | Istante:  174 | Velocità: 0.0321299   0.4949      0.868356     | Energia Cinetica: 31.0809 | Massa: 0   
 | Istante:  329 | Velocità: 0.720516    0.335895    0.606656     | Energia Cinetica: 35.5173 | Massa: 0   
 | Istante:   39 | Velocità: 0.539791    0.321373    0.778039     | Energia Cinetica: 42.0681 | Massa: 0   
 | Istante:  193 | Velocità: 0.0192665   0.541632    0.840395     | Energia Cinetica: 39.7035 | Massa: 0   
 | Istante:  314 | Velocità: 0.263424    0.272441    0.92541      | Energia Cinetica: 35.2361 | Massa: 0   
 | Istante:   88 | Velocità: 0.591743    0.801811    0.0832974    | Energia Cinetica: 38.6432 | Massa: 0   
 | Istante:   70 | Velocità: 0.431107    0.69411     0.576505     | Energia Cinetica: 38.5721 | Massa: 0   
 | Istante:   87 | Velocità: 0.42547     0.575906    0.698074     | Energia Cinetica: 36.6739 | Massa: 0   
 | Istante:  292 | Velocità: 0.716507    0.447109    0.535454     | Energia Cinetica: 33.0207 | Massa: 0   
 | Istante:  242 | Velocità: 0.657327    0.720424    0.221158     | Energia Cinetica: 36.4844 | Massa: 0   
 | Istante:  277 | Velocità: 0.114989    0.0132162   0.993279     | Energia Cinetica: 37.6839 | Massa: 0   
 | Istante:  211 | Velocità: 0.90398     0.0382039   0.425865     | Energia Cinetica: 28.1722 | Massa: 0   
 | Istante:    9 | Velocità: 0.73401     0.0925777   0.6728       | Energia Cinetica: 42.497 | Massa: 0   
 | Istante:  195 | Velocità: 0.834604    0.416249    0.360795     | Energia Cinetica: 32.794 | Massa: 0   
 | Istante:  251 | Velocità: 0.634222    0.720493    0.280451     | Energia Cinetica: 44.7341 | Massa: 0   
 | Istante:  323 | Velocità: 0.287839    0.0117127   0.957607     | Energia Cinetica: 38.0366 | Massa: 0   
 | Istante:  192 | Velocità: 0.64056     0.286753    0.712359     | Energia Cinetica: 33.3758 | Massa: 0   
 | Istante:  117 | Velocità: 0.81798     0.552604    0.159806     | Energia Cinetica: 40.6959 | Massa: 0   
 | Istante:   47 | Velocità: 0.383717    0.784826    0.48663      | Energia Cinetica: 27.9434 | Massa: 0   
 | Istante:  172 | Velocità: 0.216348    0.701505    0.679032     | Energia Cinetica: 42.2326 | Massa: 0   


========== Richiesta 2 ==========
 | Istante:    0 | Velocità: 0.343605    0.0721738   0.936337     | Energia Cinetica: 34.5261 | Massa: 0   
 | Istante:    1 | Velocità: 0.360459    0.0910129   0.928324     | Energia Cinetica: 32.1782 | Massa: 0   
 | Istante:    2 | Velocità: 0.651691    0.250672    0.715865     | Energia Cinetica: 39.0552 | Massa: 0   
 | Istante:    3 | Velocità: 0.598193    0.527837    0.602954     | Energia Cinetica: 38.0536 | Massa: 0   
 | Istante:    4 | Velocità: 0.270684    0.864902    0.422699     | Energia Cinetica: 27.9237 | Massa: 0   
 | Istante:    5 | Velocità: 0.890365    0.455019    0.0144007    | Energia Cinetica: 28.3405 | Massa: 0   
 | Istante:    6 | Velocità: 0.77111     0.0717733   0.632644     | Energia Cinetica: 36.2611 | Massa: 0   
 | Istante:    7 | Velocità: 0.533587    0.524092    0.663786     | Energia Cinetica: 33.6109 | Massa: 0   
 | Istante:    8 | Velocità: 0.993877    0.102709    0.0407416    | Energia Cinetica: 19.6629 | Massa: 0   
 | Istante:    9 | Velocità: 0.73401     0.0925777   0.6728       | Energia Cinetica: 42.497 | Massa: 0   
 | Istante:   10 | Velocità: 0.736487    0.334128    0.588172     | Energia Cinetica: 28.5612 | Massa: 0   
 | Istante:   11 | Velocità: 0.617262    0.531931    0.579687     | Energia Cinetica: 33.7313 | Massa: 0   
 | Istante:   12 | Velocità: 0.421361    0.785307    0.453594     | Energia Cinetica: 37.2587 | Massa: 0   
 | Istante:   13 | Velocità: 0.628031    0.776612    0.0495138    | Energia Cinetica: 34.512 | Massa: 0   
 | Istante:   14 | Velocità: 0.349819    0.905681    0.239516     | Energia Cinetica: 35.8298 | Massa: 0   
 | Istante:   15 | Velocità: 0.314987    0.91302     0.259185     | Energia Cinetica: 41.0277 | Massa: 0   
 | Istante:   16 | Velocità: 0.213374    0.515836    0.829689     | Energia Cinetica: 34.261 | Massa: 0   
 | Istante:   17 | Velocità: 0.759049    0.555066    0.340215     | Energia Cinetica: 36.2106 | Massa: 0   
 | Istante:   18 | Velocità: 0.463202    0.762505    0.451697     | Energia Cinetica: 32.9064 | Massa: 0   
 | Istante:   19 | Velocità: 0.30788     0.282324    0.908572     | Energia Cinetica: 32.795 | Massa: 0   
 | Istante:   20 | Velocità: 0.578177    0.802633    0.146602     | Energia Cinetica: 37.2432 | Massa: 0   
 | Istante:   21 | Velocità: 0.721979    0.619543    0.30808      | Energia Cinetica: 39.5147 | Massa: 0   
 | Istante:   22 | Velocità: 0.686666    0.681127    0.254078     | Energia Cinetica: 41.2795 | Massa: 0   
 | Istante:   23 | Velocità: 0.586942    0.0150119   0.80949      | Energia Cinetica: 39.9199 | Massa: 0   
 | Istante:   24 | Velocità: 0.590039    0.0464529   0.806037     | Energia Cinetica: 30.5887 | Massa: 0   
 | Istante:   25 | Velocità: 0.285229    0.510984    0.810888     | Energia Cinetica: 36.2028 | Massa: 0   
 | Istante:   26 | Velocità: 0.123929    0.946986    0.29641      | Energia Cinetica: 42.5138 | Massa: 0   
 | Istante:   27 | Velocità: 0.855104    0.0365472   0.517166     | Energia Cinetica: 38.5739 | Massa: 0   
 | Istante:   28 | Velocità: 0.876371    0.470886    0.101191     | Energia Cinetica: 36.9745 | Massa: 0   
 | Istante:   29 | Velocità: 0.88464     0.194694    0.423682     | Energia Cinetica: 32.0663 | Massa: 0   
 | Istante:   30 | Velocità: 0.249881    0.801097    0.543877     | Energia Cinetica: 32.8971 | Massa: 0   
 | Istante:   31 | Velocità: 0.854947    0.461697    0.236436     | Energia Cinetica: 31.3   | Massa: 0   
 | Istante:   32 | Velocità: 0.310765    0.577302    0.755081     | Energia Cinetica: 37.7182 | Massa: 0   
 | Istante:   33 | Velocità: 0.375191    0.0559576   0.925257     | Energia Cinetica: 36.38  | Massa: 0   
 | Istante:   34 | Velocità: 0.709962    0.293246    0.640282     | Energia Cinetica: 30.7572 | Massa: 0   
 | Istante:   35 | Velocità: 0.363405    0.717375    0.594399     | Energia Cinetica: 33.2811 | Massa: 0   
 | Istante:   36 | Velocità: 0.4074      0.605298    0.683842     | Energia Cinetica: 40.484 | Massa: 0   
 | Istante:   37 | Velocità: 0.650775    0.452632    0.609604     | Energia Cinetica: 28.1781 | Massa: 0   
 | Istante:   38 | Velocità: 0.744328    0.486223    0.457781     | Energia Cinetica: 42.6666 | Massa: 0   
 | Istante:   39 | Velocità: 0.539791    0.321373    0.778039     | Energia Cinetica: 42.0681 | Massa: 0   
 | Istante:   40 | Velocità: 0.596282    0.721219    0.352548     | Energia Cinetica: 34.7198 | Massa: 0   
 | Istante:   41 | Velocità: 0.051708    0.878363    0.47519      | Energia Cinetica: 36.008 | Massa: 0   
 | Istante:   42 | Velocità: 0.645096    0.346581    0.68098      | Energia Cinetica: 37.0531 | Massa: 0   
 | Istante:   43 | Velocità: 0.0503219   0.648553    0.759505     | Energia Cinetica: 41.3355 | Massa: 0   
 | Istante:   44 | Velocità: 0.526047    0.803575    0.278463     | Energia Cinetica: 35.346 | Massa: 0   
 | Istante:   45 | Velocità: 0.375601    0.375898    0.847127     | Energia Cinetica: 38.1132 | Massa: 0   
 | Istante:   46 | Velocità: 0.404225    0.265825    0.87518      | Energia Cinetica: 38.7506 | Massa: 0   
 | Istante:   47 | Velocità: 0.383717    0.784826    0.48663      | Energia Cinetica: 27.9434 | Massa: 0   
 | Istante:   48 | Velocità: 0.333744    0.425976    0.840928     | Energia Cinetica: 31.1092 | Massa: 0   
 | Istante:   49 | Velocità: 0.548419    0.736702    0.395609     | Energia Cinetica: 33.1992 | Massa: 0   
 | Istante:   50 | Velocità: 0.746348    0.664478    0.0378598    | Energia Cinetica: 33.8673 | Massa: 0   
 | Istante:   51 | Velocità: 0.535773    0.709386    0.457951     | Energia Cinetica: 43.6057 | Massa: 0   
 | Istante:   52 | Velocità: 0.671408    0.684825    0.28324      | Energia Cinetica: 35.2511 | Massa: 0   
 | Istante:   53 | Velocità: 0.97323     0.00130418  0.229829     | Energia Cinetica: 33.797 | Massa: 0   
 | Istante:   54 | Velocità: 0.833584    0.503475    0.227268     | Energia Cinetica: 31.7705 | Massa: 0   
 | Istante:   55 | Velocità: 0.489466    0.713367    0.501528     | Energia Cinetica: 35.6713 | Massa: 0   
 | Istante:   56 | Velocità: 0.684048    0.630218    0.367292     | Energia Cinetica: 29.2658 | Massa: 0   
 | Istante:   57 | Velocità: 0.279048    0.315233    0.907061     | Energia Cinetica: 44.8336 | Massa: 0   
 | Istante:   58 | Velocità: 0.0482157   0.701392    0.711143     | Energia Cinetica: 34.7413 | Massa: 0   
 | Istante:   59 | Velocità: 0.749329    0.0682813   0.658668     | Energia Cinetica: 36.8187 | Massa: 0   
 | Istante:   60 | Velocità: 0.496737    0.835802    0.233852     | Energia Cinetica: 32.4988 | Massa: 0   
 | Istante:   61 | Velocità: 0.717736    0.502845    0.481665     | Energia Cinetica: 35.1473 | Massa: 0   
 | Istante:   62 | Velocità: 0.798724    0.198878    0.567879     | Energia Cinetica: 33.2019 | Massa: 0   
 | Istante:   63 | Velocità: 0.759301    0.0667102   0.647311     | Energia Cinetica: 43.5619 | Massa: 0   
 | Istante:   64 | Velocità: 0.829668    0.556871    0.0393085    | Energia Cinetica: 29.0006 | Massa: 0   
 | Istante:   65 | Velocità: 0.112943    0.918001    0.380156     | Energia Cinetica: 26.5284 | Massa: 0   
 | Istante:   66 | Velocità: 0.22515     0.513966    0.827736     | Energia Cinetica: 32.597 | Massa: 0   
 | Istante:   67 | Velocità: 0.807317    0.539446    0.239243     | Energia Cinetica: 40.0703 | Massa: 0   
 | Istante:   68 | Velocità: 0.202403    0.179315    0.962746     | Energia Cinetica: 40.0722 | Massa: 0   
 | Istante:   69 | Velocità: 0.614129    0.730441    0.298835     | Energia Cinetica: 38.1541 | Massa: 0   
 | Istante:   70 | Velocità: 0.431107    0.69411     0.576505     | Energia Cinetica: 38.5721 | Massa: 0   
 | Istante:   71 | Velocità: 0.616792    0.204983    0.759967     | Energia Cinetica: 41.6379 | Massa: 0   
 | Istante:   72 | Velocità: 0.196949    0.655348    0.729198     | Energia Cinetica: 33.7194 | Massa: 0   
 | Istante:   73 | Velocità: 0.456583    0.601516    0.655523     | Energia Cinetica: 43.4189 | Massa: 0   
 | Istante:   74 | Velocità: 0.67484     0.665917    0.318034     | Energia Cinetica: 32.2263 | Massa: 0   
 | Istante:   75 | Velocità: 0.750846    0.0305596   0.65977      | Energia Cinetica: 32.5931 | Massa: 0   
 | Istante:   76 | Velocità: 0.957513    0.129217    0.257821     | Energia Cinetica: 31.466 | Massa: 0   
 | Istante:   77 | Velocità: 0.752619    0.61705     0.229811     | Energia Cinetica: 41.4691 | Massa: 0   
 | Istante:   78 | Velocità: 0.631215    0.372371    0.680372     | Energia Cinetica: 42.0629 | Massa: 0   
 | Istante:   79 | Velocità: 0.19676     0.777239    0.597649     | Energia Cinetica: 39.4598 | Massa: 0   
 | Istante:   80 | Velocità: 0.156183    0.632742    0.758449     | Energia Cinetica: 27.7564 | Massa: 0   
 | Istante:   81 | Velocità: 0.205844    0.978536    0.00972403   | Energia Cinetica: 37.1116 | Massa: 0   
 | Istante:   82 | Velocità: 0.631531    0.602121    0.488487     | Energia Cinetica: 36.369 | Massa: 0   
 | Istante:   83 | Velocità: 0.298771    0.867712    0.397256     | Energia Cinetica: 42.097 | Massa: 0   
 | Istante:   84 | Velocità: 0.289298    0.952237    0.0977298    | Energia Cinetica: 46.6345 | Massa: 0   
 | Istante:   85 | Velocità: 0.514206    0.0975221   0.852104     | Energia Cinetica: 34.2266 | Massa: 0   
 | Istante:   86 | Velocità: 0.918894    0.169657    0.35616      | Energia Cinetica: 44.9916 | Massa: 0   
 | Istante:   87 | Velocità: 0.42547     0.575906    0.698074     | Energia Cinetica: 36.6739 | Massa: 0   
 | Istante:   88 | Velocità: 0.591743    0.801811    0.0832974    | Energia Cinetica: 38.6432 | Massa: 0   
 | Istante:   89 | Velocità: 0.378367    0.0352894   0.924983     | Energia Cinetica: 38.4944 | Massa: 0   
 | Istante:   90 | Velocità: 0.0377627   0.420297    0.906601     | Energia Cinetica: 39.9209 | Massa: 0   
 | Istante:   91 | Velocità: 0.725644    0.642368    0.246585     | Energia Cinetica: 37.1984 | Massa: 0   
 | Istante:   92 | Velocità: 0.591784    0.389063    0.70599      | Energia Cinetica: 33.4755 | Massa: 0   
 | Istante:   93 | Velocità: 0.39927     0.868391    0.294075     | Energia Cinetica: 36.372 | Massa: 0   
 | Istante:   94 | Velocità: 0.505495    0.588955    0.630561     | Energia Cinetica: 35.0138 | Massa: 0   
 | Istante:   95 | Velocità: 0.533636    0.47281     0.701201     | Energia Cinetica: 26.9017 | Massa: 0   
 | Istante:   96 | Velocità: 0.853318    0.0426887   0.519641     | Energia Cinetica: 26.2514 | Massa: 0   
 | Istante:   97 | Velocità: 0.726932    0.287474    0.623641     | Energia Cinetica: 34.5572 | Massa: 0   
 | Istante:   98 | Velocità: 0.978528    0.131753    0.158508     | Energia Cinetica: 41.0552 | Massa: 0   
 | Istante:   99 | Velocità: 0.161184    0.449549    0.878593     | Energia Cinetica: 34.7971 | Massa: 0   
 | Istante:  100 | Velocità: 0.355905    0.746856    0.561728     | Energia Cinetica: 37.1378 | Massa: 0   
 | Istante:  101 | Velocità: 0.880509    0.181352    0.437967     | Energia Cinetica: 32.8752 | Massa: 0   
 | Istante:  102 | Velocità: 0.87249     0.0127718   0.488465     | Energia Cinetica: 38.6501 | Massa: 0   
 | Istante:  103 | Velocità: 0.380954    0.496708    0.779843     | Energia Cinetica: 35.1809 | Massa: 0   
 | Istante:  104 | Velocità: 0.723839    0.629255    0.283011     | Energia Cinetica: 39.1347 | Massa: 0   
 | Istante:  105 | Velocità: 0.126656    0.980444    0.150627     | Energia Cinetica: 30.9377 | Massa: 0   
 | Istante:  106 | Velocità: 0.576429    0.13453     0.805997     | Energia Cinetica: 44.4496 | Massa: 0   
 | Istante:  107 | Velocità: 0.405093    0.542438    0.735976     | Energia Cinetica: 32.7315 | Massa: 0   
 | Istante:  108 | Velocità: 0.394318    0.878126    0.270938     | Energia Cinetica: 28.8245 | Massa: 0   
 | Istante:  109 | Velocità: 0.400284    0.607724    0.685889     | Energia Cinetica: 39.6034 | Massa: 0   
 | Istante:  110 | Velocità: 0.0554771   0.772485    0.632605     | Energia Cinetica: 35.6004 | Massa: 0   
 | Istante:  111 | Velocità: 0.663492    0.72964     0.165542     | Energia Cinetica: 36.2054 | Massa: 0   
 | Istante:  112 | Velocità: 0.62405     0.454851    0.635352     | Energia Cinetica: 22.8488 | Massa: 0   
 | Istante:  113 | Velocità: 0.421937    0.793289    0.438933     | Energia Cinetica: 45.169 | Massa: 0   
 | Istante:  114 | Velocità: 0.85124     0.408408    0.329535     | Energia Cinetica: 38.2751 | Massa: 0   
 | Istante:  115 | Velocità: 0.633974    0.554748    0.538824     | Energia Cinetica: 30.8926 | Massa: 0   
 | Istante:  116 | Velocità: 0.336295    0.460842    0.821298     | Energia Cinetica: 37.5845 | Massa: 0   
 | Istante:  117 | Velocità: 0.81798     0.552604    0.159806     | Energia Cinetica: 40.6959 | Massa: 0   
 | Istante:  118 | Velocità: 0.837821    0.545848    0.0102635    | Energia Cinetica: 38.0897 | Massa: 0   
 | Istante:  119 | Velocità: 0.29268     0.290046    0.91116      | Energia Cinetica: 33.7719 | Massa: 0   
 | Istante:  120 | Velocità: 0.318233    0.933931    0.162791     | Energia Cinetica: 34.5567 | Massa: 0   
 | Istante:  121 | Velocità: 0.523157    0.0736959   0.849044     | Energia Cinetica: 43.3964 | Massa: 0   
 | Istante:  122 | Velocità: 0.137751    0.79556     0.590008     | Energia Cinetica: 34.1574 | Massa: 0   
 | Istante:  123 | Velocità: 0.386134    0.769564    0.508597     | Energia Cinetica: 36.9855 | Massa: 0   
 | Istante:  124 | Velocità: 0.798196    0.459073    0.390045     | Energia Cinetica: 38.3347 | Massa: 0   
 | Istante:  125 | Velocità: 0.270428    0.486408    0.830829     | Energia Cinetica: 35.8172 | Massa: 0   
 | Istante:  126 | Velocità: 0.630335    0.419828    0.65301      | Energia Cinetica: 43.6188 | Massa: 0   
 | Istante:  127 | Velocità: 0.0297627   0.711814    0.701737     | Energia Cinetica: 26.9682 | Massa: 0   
 | Istante:  128 | Velocità: 0.834203    0.0985905   0.542572     | Energia Cinetica: 34.2119 | Massa: 0   
 | Istante:  129 | Velocità: 0.727856    0.57113     0.37952      | Energia Cinetica: 41.3601 | Massa: 0   
 | Istante:  130 | Velocità: 0.877567    0.349498    0.328217     | Energia Cinetica: 24.162 | Massa: 0   
 | Istante:  131 | Velocità: 0.0712477   0.778595    0.623469     | Energia Cinetica: 43.208 | Massa: 0   
 | Istante:  132 | Velocità: 0.953417    0.118184    0.27754      | Energia Cinetica: 40.2231 | Massa: 0   
 | Istante:  133 | Velocità: 0.512862    0.484763    0.708504     | Energia Cinetica: 29.9727 | Massa: 0   
 | Istante:  134 | Velocità: 0.860681    0.039211    0.507632     | Energia Cinetica: 45.4009 | Massa: 0   
 | Istante:  135 | Velocità: 0.362835    0.855632    0.369112     | Energia Cinetica: 45.527 | Massa: 0   
 | Istante:  136 | Velocità: 0.161527    0.909289    0.38354      | Energia Cinetica: 34.4133 | Massa: 0   
 | Istante:  137 | Velocità: 0.743329    0.227161    0.629175     | Energia Cinetica: 34.5301 | Massa: 0   
 | Istante:  138 | Velocità: 0.719274    0.49935     0.483006     | Energia Cinetica: 32.9672 | Massa: 0   
 | Istante:  139 | Velocità: 0.363042    0.104522    0.925892     | Energia Cinetica: 34.3841 | Massa: 0   
 | Istante:  140 | Velocità: 0.81932     0.0242836   0.572821     | Energia Cinetica: 40.8151 | Massa: 0   
 | Istante:  141 | Velocità: 0.207005    0.41464     0.886128     | Energia Cinetica: 32.5981 | Massa: 0   
 | Istante:  142 | Velocità: 0.950463    0.202819    0.235552     | Energia Cinetica: 31.9413 | Massa: 0   
 | Istante:  143 | Velocità: 0.656502    0.751905    0.0603754    | Energia Cinetica: 43.7471 | Massa: 0   
 | Istante:  144 | Velocità: 0.145777    0.598019    0.788113     | Energia Cinetica: 36.9767 | Massa: 0   
 | Istante:  145 | Velocità: 0.419439    0.875414    0.240253     | Energia Cinetica: 43.5596 | Massa: 0   
 | Istante:  146 | Velocità: 0.779127    0.139921    0.611051     | Energia Cinetica: 35.6824 | Massa: 0   
 | Istante:  147 | Velocità: 0.280978    0.959087    0.0346994    | Energia Cinetica: 31.2786 | Massa: 0   
 | Istante:  148 | Velocità: 0.922284    0.290317    0.255163     | Energia Cinetica: 36.8093 | Massa: 0   
 | Istante:  149 | Velocità: 0.305285    0.691102    0.655118     | Energia Cinetica: 36.361 | Massa: 0   
 | Istante:  150 | Velocità: 0.36099     0.694044    0.622887     | Energia Cinetica: 38.3911 | Massa: 0   
 | Istante:  151 | Velocità: 0.88613     0.439517    0.146964     | Energia Cinetica: 28.4988 | Massa: 0   
